10,41
10.02,29
10.04,37
10.06,36
10.08,34
10.1,22
10.12,24
10.14,24
10.16,19
10.18,16
10.2,23
10.22,32
10.24,26
10.26,21
10.28,27
10.3,31
10.32,39
10.34,27
10.36,27
10.38,27
10.4,24
10.42,21
10.44,29
10.46,23
10.48,37
10.5,28
10.52,20
10.54,18
10.56,29
10.58,31
10.6,26
10.62,25
10.64,30
10.66,30
10.68,25
10.7,40
10.72,37
10.74,36
10.76,32
10.78,35
10.8,33
10.82,16
10.84,28
10.86,32
10.88,27
10.9,35
10.92,25
10.94,31
10.96,22
10.98,31
11,28
11.02,28
11.04,35
11.06,27
11.08,42
11.1,23
11.12,30
11.14,25
11.16,23
11.18,27
11.2,23
11.22,32
11.24,37
11.26,34
11.28,29
11.3,33
11.32,33
11.34,33
11.36,20
11.38,22
11.4,23
11.42,29
11.44,33
11.46,23
11.48,37
11.5,30
11.52,27
11.54,22
11.56,28
11.58,26
11.6,32
11.62,30
11.64,22
11.66,19
11.68,22
11.7,25
11.72,24
11.74,33
11.76,19
11.78,23
11.8,23
11.82,32
11.84,25
11.86,32
11.88,29
11.9,35
11.92,21
11.94,29
11.96,27
11.98,35
12,25
12.02,32
12.04,23
12.06,31
12.08,23
12.1,33
12.12,16
12.14,24
12.16,23
12.18,20
12.2,24
12.22,28
12.24,27
12.26,23
12.28,25
12.3,39
12.32,25
12.34,19
12.36,28
12.38,34
12.4,31
12.42,24
12.44,32
12.46,33
12.48,26
12.5,34
12.52,28
12.54,25
12.56,36
12.58,26
12.6,24
12.62,31
12.64,29
12.66,27
12.68,30
12.7,26
12.72,31
12.74,24
12.76,27
12.78,23
12.8,22
12.82,25
12.84,21
12.86,32
12.88,28
12.9,39
12.92,21
12.94,30
12.96,18
12.98,30
13,27
13.02,26
13.04,33
13.06,33
13.08,18
13.1,32
13.12,27
13.14,27
13.16,30
13.18,25
13.2,24
13.22,29
13.24,44
13.26,26
13.28,36
13.3,38
13.32,32
13.34,34
13.36,17
13.38,25
13.4,25
13.42,35
13.44,42
13.46,27
13.48,29
13.5,36
13.52,30
13.54,31
13.56,31
13.58,26
13.6,39
13.62,31
13.64,39
13.66,29
13.68,35
13.7,28
13.72,27
13.74,32
13.76,30
13.78,26
13.8,38
13.82,33
13.84,41
13.86,25
13.88,20
13.9,34
13.92,31
13.94,28
13.96,33
13.98,37
14,32
14.02,29
14.04,35
14.06,25
14.08,31
14.1,28
14.12,33
14.14,24
14.16,37
14.18,35
14.2,33
14.22,28
